,ds,Region,country,all_day_bing_tiles_visited_relative_change,allday_single_tile_byDistrict,#_of_Districts,Region_popu_ratio,allday_single_tile_byRegion
68,2020-03-23,NT,HKG,0.1333,1.8508480602444703,8,0.49141443538998836,0.2313560075305588
69,2020-03-24,HKI,HKG,-0.09337000000000001,0.9342114493597207,4,0.18233410942956926,0.23355286233993017
70,2020-03-24,KL,HKG,0.05591,1.4012139915599535,5,0.32625145518044235,0.2802427983119907
71,2020-03-24,NT,HKG,0.07275999999999999,2.0484164348079164,8,0.49141443538998836,0.25605205435098954
72,2020-03-25,HKI,HKG,-0.08779999999999999,0.9075105398719442,4,0.18233410942956926,0.22687763496798605
73,2020-03-25,KL,HKG,0.0033799999999999993,1.3763478303259604,5,0.32625145518044235,0.2752695660651921
74,2020-03-25,NT,HKG,0.012880000000000003,2.025710995343423,8,0.49141443538998836,0.25321387441792786
75,2020-03-26,HKI,HKG,-0.15325,0.9424904889406287,4,0.18233410942956926,0.23562262223515718
76,2020-03-26,KL,HKG,-0.030109999999999998,1.431198434225844,5,0.32625145518044235,0.28623968684516876
77,2020-03-26,NT,HKG,-0.09363,2.09770592112922,8,0.49141443538998836,0.2622132401411525
78,2020-03-27,HKI,HKG,-0.12693,0.9010428710710129,4,0.18233410942956926,0.22526071776775322
79,2020-03-27,KL,HKG,0.00925,1.3651596682188591,5,0.32625145518044235,0.2730319336437718
80,2020-03-27,NT,HKG,0.04405,1.9951280151338766,8,0.49141443538998836,0.24939100189173458
81,2020-03-28,HKI,HKG,-0.47867,0.9986800654831199,4,0.18233410942956926,0.24967001637077998
82,2020-03-28,KL,HKG,-0.34201,1.5353160375436554,5,0.32625145518044235,0.30706320750873106
83,2020-03-28,NT,HKG,-0.51695,2.2417881693830037,8,0.49141443538998836,0.28022352117287547
84,2020-03-29,HKI,HKG,-0.95676,1.0611531853899885,4,0.18233410942956926,0.2652882963474971
85,2020-03-29,KL,HKG,-0.98726,1.7502258963911523,5,0.32625145518044235,0.3500451792782305
86,2020-03-29,NT,HKG,-1.52635,2.5148339464493596,8,0.49141443538998836,0.31435424330616996
87,2020-03-30,HKI,HKG,-0.5525,1.0032113620488943,4,0.18233410942956926,0.25080284051222357
88,2020-03-30,KL,HKG,-0.39137,1.528526056461001,5,0.32625145518044235,0.3057052112922002
89,2020-03-30,NT,HKG,-0.57151,2.2414520779976717,8,0.49141443538998836,0.28018150974970896
90,2020-03-31,HKI,HKG,-0.30698000000000003,1.0141801469732248,4,0.18233410942956926,0.2535450367433062
91,2020-03-31,KL,HKG,-0.25148000000000004,1.5459881635622819,5,0.32625145518044235,0.30919763271245637
92,2020-03-31,NT,HKG,-0.37149,2.2787273733993016,8,0.49141443538998836,0.2848409216749127
93,2020-04-01,HKI,HKG,-0.31020000000000003,0.9692451295110595,4,0.18233410942956926,0.24231128237776486
94,2020-04-01,KL,HKG,-0.20976,1.459209026484284,5,0.32625145518044235,0.2918418052968568
95,2020-04-01,NT,HKG,-0.35808,2.1509341530849824,8,0.49141443538998836,0.2688667691356228
96,2020-04-02,HKI,HKG,-0.22086,0.9708462514551806,4,0.18233410942956926,0.24271156286379514
97,2020-04-02,KL,HKG,-0.18189,1.4845237383585563,5,0.32625145518044235,0.29690474767171127
98,2020-04-02,NT,HKG,-0.3079,2.164830341967404,8,0.49141443538998836,0.2706037927459255
99,2020-04-03,HKI,HKG,-0.21543,0.9358616763678698,4,0.18233410942956926,0.23396541909196744
100,2020-04-03,KL,HKG,-0.15386,1.4437866967403956,5,0.32625145518044235,0.2887573393480791
101,2020-04-03,NT,HKG,-0.16627,2.1085727110011643,8,0.49141443538998836,0.26357158887514553
102,2020-04-04,HKI,HKG,-0.46848999999999996,0.9548178143189757,4,0.18233410942956926,0.23870445357974393
103,2020-04-04,KL,HKG,-0.64942,1.573806046274738,5,0.32625145518044235,0.3147612092549476
104,2020-04-04,NT,HKG,-1.2411,2.292793562281723,8,0.49141443538998836,0.2865991952852154
105,2020-04-05,HKI,HKG,-0.98914,1.0706095343422586,4,0.18233410942956926,0.26765238358556465
106,2020-04-05,KL,HKG,-1.08209,1.7853891792782304,5,0.32625145518044235,0.35707783585564606
107,2020-04-05,NT,HKG,-1.79943,2.632344220023283,8,0.49141443538998836,0.32904302750291037
108,2020-04-06,HKI,HKG,-0.59876,1.0206639697322468,4,0.18233410942956926,0.2551659924330617
109,2020-04-06,KL,HKG,-0.48697999999999997,1.5717449694412107,5,0.32625145518044235,0.3143489938882421
110,2020-04-06,NT,HKG,-0.79215,2.3520179554714784,8,0.49141443538998836,0.2940022444339348
111,2020-04-07,HKI,HKG,-0.25372,0.9638759545983703,4,0.18233410942956926,0.24096898864959257
112,2020-04-07,KL,HKG,-0.17549,1.4692130762514553,5,0.32625145518044235,0.29384261525029104
113,2020-04-07,NT,HKG,-0.22736,2.107852857974389,8,0.49141443538998836,0.26348160724679864
114,2020-04-08,HKI,HKG,-0.12464,0.9185656359138534,4,0.18233410942956926,0.22964140897846336
115,2020-04-08,KL,HKG,-0.07742,1.3869157348661234,5,0.32625145518044235,0.2773831469732247
116,2020-04-08,NT,HKG,0.008349999999999998,2.0234743029685682,8,0.49141443538998836,0.25293428787107103
117,2020-04-09,HKI,HKG,0.02848,0.9096674272409779,4,0.18233410942956926,0.22741685681024448
118,2020-04-09,KL,HKG,0.13672,1.3810249083236321,5,0.32625145518044235,0.2762049816647264
119,2020-04-09,NT,HKG,0.2687,1.991276273282887,8,0.49141443538998836,0.24890953416036088
120,2020-04-10,HKI,HKG,-0.33387,1.0074156213620489,4,0.18233410942956926,0.2518539053405122
121,2020-04-10,KL,HKG,-0.48722,1.5465924898137369,5,0.32625145518044235,0.30931849796274735
122,2020-04-10,NT,HKG,-0.93969,2.2446700305587894,8,0.49141443538998836,0.2805837538198487
123,2020-04-11,HKI,HKG,-0.55843,1.0144293830034925,4,0.18233410942956926,0.2536073457508731
124,2020-04-11,KL,HKG,-0.6419699999999999,1.6082544732246797,5,0.32625145518044235,0.32165089464493596
125,2020-04-11,NT,HKG,-1.12183,2.3394873079161815,8,0.49141443538998836,0.2924359134895227
126,2020-04-12,HKI,HKG,-0.24931,0.8706509924330617,4,0.18233410942956926,0.2176627481082654
127,2020-04-12,KL,HKG,-0.33815,1.4666772511641444,5,0.32625145518044235,0.29333545023282886
128,2020-04-12,NT,HKG,-0.48362,2.1615126702561116,8,0.49141443538998836,0.27018908378201395
129,2020-04-13,HKI,HKG,-0.46740000000000004,0.9851625422002329,4,0.18233410942956926,0.24629063555005823
130,2020-04-13,KL,HKG,-0.66224,1.5496385128055878,5,0.32625145518044235,0.30992770256111757
131,2020-04-13,NT,HKG,-1.27146,2.238553098079162,8,0.49141443538998836,0.27981913725989527
132,2020-04-14,HKI,HKG,-0.04656,0.9018397831781141,4,0.18233410942956926,0.22545994579452852
133,2020-04-14,KL,HKG,0.09155,1.339777470896391,5,0.32625145518044235,0.2679554941792782
134,2020-04-14,NT,HKG,0.19515,1.9504931199068687,8,0.49141443538998836,0.24381163998835859
135,2020-04-15,HKI,HKG,0.00309,0.8927826076833527,4,0.18233410942956926,0.22319565192083818
136,2020-04-15,KL,HKG,0.13386,1.3427452721187427,5,0.32625145518044235,0.26854905442374855
137,2020-04-15,NT,HKG,0.23457,1.9567646158323633,8,0.49141443538998836,0.2445955769790454
138,2020-04-16,HKI,HKG,0.04192,0.8936973966821886,4,0.18233410942956926,0.22342434917054715
139,2020-04-16,KL,HKG,0.15469,1.359706111757858,5,0.32625145518044235,0.2719412223515716
140,2020-04-16,NT,HKG,0.24914999999999998,1.995586065192084,8,0.49141443538998836,0.2494482581490105
141,2020-04-17,HKI,HKG,-0.053899999999999997,0.8676964755529686,4,0.18233410942956926,0.21692411888824215
142,2020-04-17,KL,HKG,0.0785,1.3244155762514551,5,0.32625145518044235,0.264883115250291
143,2020-04-17,NT,HKG,0.20349,1.9124441414435391,8,0.49141443538998836,0.2390555176804424
144,2020-04-18,HKI,HKG,-0.14742,0.8894642680442375,4,0.18233410942956926,0.22236606701105938
145,2020-04-18,KL,HKG,-0.001469999999999999,1.3751312616414435,5,0.32625145518044235,0.2750262523282887
146,2020-04-18,NT,HKG,0.01769,2.024361236903376,8,0.49141443538998836,0.253045154612922
147,2020-04-19,HKI,HKG,-0.14496,0.8164207945285217,4,0.18233410942956926,0.20410519863213042
148,2020-04-19,KL,HKG,-0.13119,1.3812738474970896,5,0.32625145518044235,0.2762547694994179
149,2020-04-19,NT,HKG,-0.24998,2.0490474781722936,8,0.49141443538998836,0.2561309347715367
150,2020-04-20,HKI,HKG,-0.17376,0.8235098588474972,4,0.18233410942956926,0.2058774647118743
151,2020-04-20,KL,HKG,0.025300000000000003,1.2526466327124564,5,0.32625145518044235,0.25052932654249127
152,2020-04-20,NT,HKG,0.13751000000000002,1.8291924054132713,8,0.49141443538998836,0.22864905067665892
153,2020-04-21,HKI,HKG,-0.08831,0.8856509196740396,4,0.18233410942956926,0.2214127299185099
154,2020-04-21,KL,HKG,0.058399999999999994,1.347013207217695,5,0.32625145518044235,0.269402641443539
155,2020-04-21,NT,HKG,0.20049,1.9644838329452852,8,0.49141443538998836,0.24556047911816065
156,2020-04-22,HKI,HKG,-0.30682,0.9603211437718278,4,0.18233410942956926,0.24008028594295694
157,2020-04-22,KL,HKG,-0.29289,1.4789597264260768,5,0.32625145518044235,0.29579194528521535
158,2020-04-22,NT,HKG,-0.16536,2.0423097686263096,8,0.49141443538998836,0.2552887210782887
159,2020-04-23,HKI,HKG,-0.24788,0.9085452095459838,4,0.18233410942956926,0.22713630238649596
160,2020-04-23,KL,HKG,-0.17472,1.3915044237485448,5,0.32625145518044235,0.27830088474970893
161,2020-04-23,NT,HKG,-0.11325,2.028805579161816,8,0.49141443538998836,0.253600697395227
162,2020-04-24,HKI,HKG,-0.21189,0.8809392083818395,4,0.18233410942956926,0.22023480209545987
163,2020-04-24,KL,HKG,-0.13549,1.360327012514552,5,0.32625145518044235,0.2720654025029104
164,2020-04-24,NT,HKG,-0.08121,1.9945519150174622,8,0.49141443538998836,0.24931898937718278
165,2020-04-25,HKI,HKG,-0.2083,0.8841938722351572,4,0.18233410942956926,0.2210484680587893
166,2020-04-25,KL,HKG,-0.11083,1.3710453492433061,5,0.32625145518044235,0.2742090698486612
167,2020-04-25,NT,HKG,-0.01996,1.9796769150174622,8,0.49141443538998836,0.24745961437718278
168,2020-04-26,HKI,HKG,-0.12498,0.7896848559371362,4,0.18233410942956926,0.19742121398428406
169,2020-04-26,KL,HKG,-0.12768,1.3464226353317812,5,0.32625145518044235,0.26928452706635625
170,2020-04-26,NT,HKG,-0.16743999999999998,1.972956769499418,8,0.49141443538998836,0.24661959618742724
171,2020-04-27,HKI,HKG,-0.10319,0.7867345940046566,4,0.18233410942956926,0.19668364850116415
172,2020-04-27,KL,HKG,0.07482,1.222653259604191,5,0.32625145518044235,0.2445306519208382
173,2020-04-27,NT,HKG,0.31059000000000003,1.7490381722933643,8,0.49141443538998836,0.21862977153667054
174,2020-04-28,HKI,HKG,0.03749,0.8529813329452853,4,0.18233410942956926,0.21324533323632133
175,2020-04-28,KL,HKG,0.20141,1.3018524796274737,5,0.32625145518044235,0.26037049592549477
176,2020-04-28,NT,HKG,0.48329,1.8709400960419091,8,0.49141443538998836,0.23386751200523864
177,2020-04-29,HKI,HKG,0.12115999999999999,0.8059176295110595,4,0.18233410942956926,0.20147940737776487
178,2020-04-29,KL,HKG,0.31059,1.2372412485448194,5,0.32625145518044235,0.2474482497089639
179,2020-04-29,NT,HKG,0.69287,1.79614996653085,8,0.49141443538998836,0.22451874581635625
180,2020-04-30,HKI,HKG,0.08931,0.9005376702561119,4,0.18233410942956926,0.22513441756402797
181,2020-04-30,KL,HKG,-0.08596999999999999,1.40902684225844,5,0.32625145518044235,0.281805368451688
182,2020-04-30,NT,HKG,-0.3214,2.0356130747962746,8,0.49141443538998836,0.25445163434953433
183,2020-05-01,HKI,HKG,0.43567999999999996,0.7591469979627474,4,0.18233410942956926,0.18978674949068686
184,2020-05-01,KL,HKG,-0.12711,1.2830485055296856,5,0.32625145518044235,0.2566097011059371
185,2020-05-01,NT,HKG,-0.51721,1.8723412849243306,8,0.49141443538998836,0.23404266061554133
186,2020-05-02,HKI,HKG,0.052879999999999996,0.7893411452270082,4,0.18233410942956926,0.19733528630675204
187,2020-05-02,KL,HKG,0.12856,1.2411782130384168,5,0.32625145518044235,0.24823564260768335
188,2020-05-02,NT,HKG,0.26917,1.8195666501746217,8,0.49141443538998836,0.22744583127182771
189,2020-05-03,HKI,HKG,0.14586,0.7159653899883587,4,0.18233410942956926,0.17899134749708967
190,2020-05-03,KL,HKG,0.02802,1.281344052677532,5,0.32625145518044235,0.2562688105355064
191,2020-05-03,NT,HKG,0.08585,1.8723391327124563,8,0.49141443538998836,0.23404239158905704
192,2020-05-04,HKI,HKG,-0.0026600000000000026,0.7454456461001165,4,0.18233410942956926,0.18636141152502914
193,2020-05-04,KL,HKG,0.2155,1.1520997962747381,5,0.32625145518044235,0.23041995925494763
194,2020-05-04,NT,HKG,0.47419,1.6710525771245635,8,0.49141443538998836,0.20888157214057043
195,2020-05-05,HKI,HKG,0.11574,0.8074285317229337,4,0.18233410942956926,0.20185713293073343
196,2020-05-05,KL,HKG,0.23856,1.2312201266006984,5,0.32625145518044235,0.24624402532013967
197,2020-05-05,NT,HKG,0.5960300000000001,1.7887580835273575,8,0.49141443538998836,0.2235947604409197
198,2020-05-06,HKI,HKG,0.13513,0.804997249708964,4,0.18233410942956926,0.201249312427241
199,2020-05-06,KL,HKG,0.203,1.232770980791618,5,0.32625145518044235,0.2465541961583236
200,2020-05-06,NT,HKG,0.60932,1.8062172962747383,8,0.49141443538998836,0.22577716203434228
201,2020-05-07,HKI,HKG,0.25429,0.8094048311990687,4,0.18233410942956926,0.20235120779976717
202,2020-05-07,KL,HKG,0.37408,1.2178442782305006,5,0.32625145518044235,0.24356885564610012
203,2020-05-07,NT,HKG,0.63566,1.8167158105355066,8,0.49141443538998836,0.22708947631693832
204,2020-05-08,HKI,HKG,0.35341,0.7686789959254948,4,0.18233410942956926,0.1921697489813737
205,2020-05-08,KL,HKG,0.45547000000000004,1.1539493873690336,5,0.32625145518044235,0.23078987747380672
206,2020-05-08,NT,HKG,0.76275,1.7178658571012806,8,0.49141443538998836,0.21473323213766007
207,2020-05-09,HKI,HKG,0.35744,0.759261733119907,4,0.18233410942956926,0.18981543327997674
208,2020-05-09,KL,HKG,0.57732,1.1604398646682188,5,0.32625145518044235,0.23208797293364375
209,2020-05-09,NT,HKG,0.84708,1.71582815774156,8,0.49141443538998836,0.214478519717695
210,2020-05-10,HKI,HKG,0.51851,0.6094441370779977,4,0.18233410942956926,0.15236103426949943
211,2020-05-10,KL,HKG,0.64051,1.025987651338766,5,0.32625145518044235,0.2051975302677532
212,2020-05-10,NT,HKG,0.93074,1.5510254772991852,8,0.49141443538998836,0.19387818466239815
213,2020-05-11,HKI,HKG,0.23489,0.6928259458672876,4,0.18233410942956926,0.1732064864668219
214,2020-05-11,KL,HKG,0.44859,1.0571343626309662,5,0.32625145518044235,0.21142687252619324
215,2020-05-11,NT,HKG,0.74094,1.5669464522700816,8,0.49141443538998836,0.1958683065337602
216,2020-05-12,HKI,HKG,0.28427,0.7967600174621654,4,0.18233410942956926,0.19919000436554135
217,2020-05-12,KL,HKG,0.41386,1.2232453405122234,5,0.32625145518044235,0.2446490681024447
218,2020-05-12,NT,HKG,0.67709,1.8073074781722935,8,0.49141443538998836,0.2259134347715367
219,2020-05-13,HKI,HKG,0.38674,0.7714560419091968,4,0.18233410942956926,0.1928640104772992
220,2020-05-13,KL,HKG,0.50478,1.1460302371944122,5,0.32625145518044235,0.22920604743888245
221,2020-05-13,NT,HKG,0.76253,1.7288465905122237,8,0.49141443538998836,0.21610582381402796
222,2020-05-14,HKI,HKG,0.4457,0.794725088766007,4,0.18233410942956926,0.19868127219150175
223,2020-05-14,KL,HKG,0.6102,1.1876893408032596,5,0.32625145518044235,0.23753786816065192
224,2020-05-14,NT,HKG,0.85928,1.7682942840512224,8,0.49141443538998836,0.2210367855064028
225,2020-05-15,HKI,HKG,0.47212,0.746660013096624,4,0.18233410942956926,0.186665003274156
226,2020-05-15,KL,HKG,0.68817,1.1387035389988358,5,0.32625145518044235,0.22774070779976716
227,2020-05-15,NT,HKG,0.94132,1.7209989086146682,8,0.49141443538998836,0.21512486357683352
228,2020-05-16,HKI,HKG,0.50694,0.7489878899883585,4,0.18233410942956926,0.18724697249708963
229,2020-05-16,KL,HKG,0.7642599999999999,1.1494947540745053,5,0.32625145518044235,0.22989895081490105
230,2020-05-16,NT,HKG,0.97904,1.7397635739231665,8,0.49141443538998836,0.2174704467403958
231,2020-05-17,HKI,HKG,0.5231399999999999,0.6449021245634459,4,0.18233410942956926,0.16122553114086147
232,2020-05-17,KL,HKG,0.6349,1.1238400916763678,5,0.32625145518044235,0.22476801833527355
233,2020-05-17,NT,HKG,0.75,1.7223341458090804,8,0.49141443538998836,0.21529176822613505
234,2020-05-18,HKI,HKG,0.19245,0.7541012485448196,4,0.18233410942956926,0.1885253121362049
235,2020-05-18,KL,HKG,0.43456,1.1671221856810245,5,0.32625145518044235,0.23342443713620492
236,2020-05-18,NT,HKG,0.63353,1.7169530718859138,8,0.49141443538998836,0.21461913398573923
237,2020-05-19,HKI,HKG,0.32478,0.76750131548312,4,0.18233410942956926,0.19187532887078
238,2020-05-19,KL,HKG,0.51113,1.1676599170547148,5,0.32625145518044235,0.23353198341094297
239,2020-05-19,NT,HKG,0.68111,1.749506834982538,8,0.49141443538998836,0.21868835437281725
240,2020-05-20,HKI,HKG,0.42436,0.7752346580325961,4,0.18233410942956926,0.19380866450814901
241,2020-05-20,KL,HKG,0.65396,1.1361812951105936,5,0.32625145518044235,0.22723625902211872
242,2020-05-20,NT,HKG,0.9117000000000001,1.716690749417928,8,0.49141443538998836,0.214586343677241
243,2020-05-21,HKI,HKG,0.36104,0.8204229190919674,4,0.18233410942956926,0.20510572977299185
244,2020-05-21,KL,HKG,0.55117,1.2167885317229334,5,0.32625145518044235,0.2433577063445867
245,2020-05-21,NT,HKG,0.70973,1.8443043466239815,8,0.49141443538998836,0.23053804332799768
246,2020-05-22,HKI,HKG,0.31759,0.7755409895227008,4,0.18233410942956926,0.1938852473806752
247,2020-05-22,KL,HKG,0.52747,1.1600400974970895,5,0.32625145518044235,0.2320080194994179
248,2020-05-22,NT,HKG,0.72353,1.7733113125727589,8,0.49141443538998836,0.22166391407159486
249,2020-05-23,HKI,HKG,0.3435,0.7645960026193248,4,0.18233410942956926,0.1911490006548312
250,2020-05-23,KL,HKG,0.6250800000000001,1.1502106984866123,5,0.32625145518044235,0.23004213969732246
251,2020-05-23,NT,HKG,0.80127,1.7465159531431897,8,0.49141443538998836,0.21831449414289872
252,2020-05-24,HKI,HKG,0.49528999999999995,0.6343843146100117,4,0.18233410942956926,0.15859607865250291
253,2020-05-24,KL,HKG,0.81046,1.0346219790454017,5,0.32625145518044235,0.20692439580908034
254,2020-05-24,NT,HKG,1.10903,1.6058494630384168,8,0.49141443538998836,0.2007311828798021
255,2020-05-25,HKI,HKG,0.15172,0.7429582828870781,4,0.18233410942956926,0.18573957072176953
256,2020-05-25,KL,HKG,0.44887,1.1153339566356228,5,0.32625145518044235,0.22306679132712456
257,2020-05-25,NT,HKG,0.59846,1.6841131388242143,8,0.49141443538998836,0.2105141423530268
258,2020-05-26,HKI,HKG,0.4284,0.7683940381257277,4,0.18233410942956926,0.19209850953143193
259,2020-05-26,KL,HKG,0.57436,1.1392456490104772,5,0.32625145518044235,0.22784912980209543
260,2020-05-26,NT,HKG,0.85876,1.7323207305005823,8,0.49141443538998836,0.2165400913125728
261,2020-05-27,HKI,HKG,0.33258,0.7556051746216531,4,0.18233410942956926,0.18890129365541328
262,2020-05-27,KL,HKG,0.55817,1.1010612048894062,5,0.32625145518044235,0.22021224097788122
263,2020-05-27,NT,HKG,0.78885,1.673094828288708,8,0.49141443538998836,0.2091368535360885
264,2020-05-28,HKI,HKG,0.5192300000000001,0.7367000713038417,4,0.18233410942956926,0.18417501782596044
265,2020-05-28,KL,HKG,0.69347,1.0986946623981373,5,0.32625145518044235,0.21973893247962745
266,2020-05-28,NT,HKG,0.90339,1.6607902124563447,8,0.49141443538998836,0.2075987765570431
267,2020-05-29,HKI,HKG,0.55884,0.7122855282305006,4,0.18233410942956926,0.17807138205762515
268,2020-05-29,KL,HKG,0.81032,1.0430142694994178,5,0.32625145518044235,0.20860285389988356
269,2020-05-29,NT,HKG,1.18316,1.5718491661816065,8,0.49141443538998836,0.19648114577270082
